week_start,year,week_num,doy,brent_usd_bbl,coal_newcastle_usd_t,henry_hub_usd_mmbtu,mad_usd,bdi_index,freight_usgulf_morocco_usd_t,petcoke_fob_usgulf_usd_t,petcoke_cfr_morocco_usd_t,petcoke_cfr_morocco_mad_t,cimar_cement_prod_weekly_t,cimar_petcoke_consumed_weekly_t,cimar_purchase_flag,cimar_volume_purchased_t,cimar_price_paid_usd_t,cimar_price_paid_mad_t,sulphur_pct,cimar_annual_spend_mmad
2008-06-02,2008,23,154,119.5,148.45,7.202,7.7534,10484,49.25,99.95,149.2,1156.8,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-06-09,2008,24,161,117.75,143.36,7.495,7.8343,9466,44.13,100.04,144.17,1129.5,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-06-16,2008,25,168,116.0,138.27,7.063,7.7691,8448,43.68,94.06,137.74,1070.1,0,0,1,15346,134.03,1041.3,6.18,90.8
2008-06-23,2008,26,175,114.25,133.18,7.509,7.7994,7429,41.69,95.6,137.29,1070.8,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-06-30,2008,27,182,112.5,128.09,7.718,7.8068,6411,37.92,93.04,130.96,1022.4,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-07-07,2008,28,189,110.75,123.0,7.439,7.8031,5393,36.28,89.05,125.33,978.0,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-07-14,2008,29,196,109.0,117.91,7.073,7.7251,4375,36.45,85.7,122.15,943.6,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-07-21,2008,30,203,105.75,114.09,7.072,7.7646,3736,33.73,85.24,118.97,923.8,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-07-28,2008,31,210,100.5,111.97,7.669,7.7702,3603,32.53,81.98,114.51,889.8,0,0,1,15061,109.77,853.0,4.75,90.8
2008-08-04,2008,32,217,95.25,109.85,7.989,7.746,3471,32.27,82.36,114.63,887.9,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-08-11,2008,33,224,90.0,107.73,7.556,7.8056,3338,31.32,79.02,110.34,861.3,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-08-18,2008,34,231,84.75,105.61,7.485,7.8742,3205,34.44,75.72,110.16,867.4,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-08-25,2008,35,238,79.5,103.48,7.226,7.8231,3072,34.68,73.06,107.74,842.9,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-09-01,2008,36,245,74.25,101.36,8.287,7.9273,2939,29.79,72.99,102.78,814.8,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-09-08,2008,37,252,69.0,99.24,8.442,7.8226,2807,30.0,68.91,98.91,773.7,0,0,1,14146,97.85,765.5,5.19,90.8
2008-09-15,2008,38,259,63.75,97.12,7.76,7.8166,2674,28.2,67.57,95.77,748.6,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-09-22,2008,39,266,61.86,95.0,8.007,7.8747,2541,27.41,66.7,94.11,741.1,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-09-29,2008,40,273,60.52,92.88,8.725,7.7622,2408,29.93,66.82,96.75,751.0,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-10-06,2008,41,280,59.19,90.76,8.214,7.9753,2275,29.69,62.92,92.61,738.6,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-10-13,2008,42,287,57.86,88.64,8.803,7.9253,2143,28.89,63.51,92.4,732.3,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-10-20,2008,43,294,56.52,86.52,8.683,7.9159,2010,26.4,61.46,87.86,695.5,0,0,1,16097,85.72,678.6,5.21,90.8
2008-10-27,2008,44,301,55.19,84.39,8.872,7.8784,1877,29.98,61.91,91.89,723.9,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-11-03,2008,45,308,53.86,82.27,9.618,7.8716,1744,27.4,60.89,88.29,695.0,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-11-10,2008,46,315,52.52,80.15,9.62,8.0747,1611,28.13,58.41,86.54,698.8,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-11-17,2008,47,322,51.19,78.03,9.613,7.967,1479,27.03,57.9,84.93,676.6,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-11-24,2008,48,329,49.86,75.91,10.265,7.9299,1346,25.0,53.61,78.61,623.4,0,0,1,15761,76.1,603.5,6.49,90.8
2008-12-01,2008,49,336,48.52,73.79,10.23,7.9265,1213,23.5,55.18,78.68,623.7,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-12-08,2008,50,343,47.19,71.67,11.161,8.0026,1080,27.57,53.66,81.23,650.1,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-12-15,2008,51,350,45.86,69.55,10.212,8.0694,948,25.62,52.72,78.34,632.2,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-12-22,2008,52,357,44.52,67.42,10.469,7.9952,815,27.19,51.06,78.25,625.6,0,0,0,0.0,0.0,0.0,0.0,90.8
2008-12-29,2008,1,364,43.19,65.3,10.083,8.0781,682,24.12,50.14,74.26,599.9,0,0,0,0.0,0.0,0.0,0.0,90.8
2009-01-05,2009,2,5,61.59,75.02,4.728,8.0386,2792,15.64,43.79,59.43,477.7,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-01-12,2009,3,12,61.77,70.5,4.45,8.0228,2568,14.3,41.96,56.26,451.4,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-01-19,2009,4,19,62.71,73.18,4.738,8.0436,2354,13.43,42.8,56.23,452.3,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-01-26,2009,5,26,60.17,74.69,4.919,8.1086,2712,15.53,42.98,58.51,474.4,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-02-02,2009,6,33,61.64,72.42,4.558,8.0182,2815,15.01,42.47,57.48,460.9,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-02-09,2009,7,40,62.95,76.12,4.757,7.9564,2347,14.45,42.57,57.02,453.7,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-02-16,2009,8,47,62.04,71.49,4.214,8.0705,2981,14.95,39.86,54.81,442.3,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-02-23,2009,9,54,61.65,74.62,4.226,8.0503,2864,15.34,43.26,58.6,471.7,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-03-02,2009,10,61,61.07,76.2,4.407,8.0385,2716,14.47,42.66,57.13,459.2,0,0,1,14458,56.95,457.8,5.1,51.0
2009-03-09,2009,11,68,62.37,77.17,4.13,7.9492,3173,15.56,43.44,59.0,469.0,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-03-16,2009,12,75,64.28,72.47,4.613,8.0782,2827,16.14,42.49,58.63,473.6,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-03-23,2009,13,82,63.86,74.13,4.443,8.1279,2931,14.75,43.92,58.67,476.9,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-03-30,2009,14,89,61.69,77.36,4.165,8.0194,2962,14.49,43.06,57.55,461.5,0,0,1,16822,56.25,451.1,5.02,51.0
2009-04-06,2009,15,96,64.57,71.85,3.89,8.0702,3145,16.01,43.87,59.88,483.2,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-04-13,2009,16,103,61.54,70.09,4.213,8.0218,2876,15.78,42.24,58.02,465.4,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-04-20,2009,17,110,63.37,76.95,3.789,8.0922,2923,15.3,45.73,61.03,493.9,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-04-27,2009,18,117,63.39,73.43,3.968,8.0195,2745,14.2,41.29,55.49,445.0,0,0,1,15433,54.68,438.5,5.52,51.0
2009-05-04,2009,19,124,65.7,69.86,3.689,8.0244,2937,15.63,43.37,59.0,473.4,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-05-11,2009,20,131,61.56,71.39,3.684,8.026,3152,15.9,42.81,58.71,471.2,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-05-18,2009,21,138,63.37,73.72,3.593,7.967,2906,14.75,42.74,57.49,458.0,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-05-25,2009,22,145,63.14,73.51,3.5,8.0574,3115,15.69,45.6,61.29,493.8,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-06-01,2009,23,152,62.99,67.21,3.537,8.0615,3008,15.7,41.03,56.73,457.3,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-06-08,2009,24,159,60.1,69.95,3.263,8.0073,2846,15.91,41.73,57.64,461.5,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-06-15,2009,25,166,60.01,70.93,3.489,8.0057,2678,14.64,40.93,55.57,444.9,0,0,1,18148,54.81,438.8,5.67,51.0
2009-06-22,2009,26,173,62.7,69.49,3.346,7.9901,2586,14.84,41.45,56.29,449.8,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-06-29,2009,27,180,64.21,68.64,3.291,8.0925,2369,13.01,40.46,53.47,432.7,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-07-06,2009,28,187,63.35,68.06,3.573,8.0082,2624,15.37,43.33,58.7,470.1,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-07-13,2009,29,194,64.43,71.31,3.364,8.0733,2696,14.37,41.97,56.34,454.8,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-07-20,2009,30,201,61.11,68.36,3.174,8.0792,2692,14.71,42.44,57.15,461.7,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-07-27,2009,31,208,59.22,68.13,3.15,7.935,2467,14.12,41.97,56.09,445.1,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-08-03,2009,32,215,61.82,66.33,3.506,8.1087,2555,14.25,39.78,54.03,438.1,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-08-10,2009,33,222,60.15,70.42,3.543,8.1269,2328,13.28,41.66,54.94,446.5,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-08-17,2009,34,229,57.9,68.83,3.315,8.0138,2098,13.69,40.07,53.76,430.8,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-08-24,2009,35,236,58.72,62.45,3.38,8.1397,2669,14.36,38.25,52.61,428.2,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-08-31,2009,36,243,61.16,66.19,3.482,8.0831,2569,14.35,40.26,54.61,441.4,0,0,1,18042,53.97,436.2,6.21,51.0
2009-09-07,2009,37,250,59.02,66.58,3.473,8.0607,2494,13.8,41.42,55.22,445.1,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-09-14,2009,38,257,59.9,68.28,3.469,7.9036,2476,14.61,40.56,55.17,436.0,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-09-21,2009,39,264,60.39,69.48,3.423,8.0102,2451,13.46,41.56,55.02,440.7,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-09-28,2009,40,271,58.19,69.55,3.726,7.9491,2515,13.88,40.1,53.98,429.1,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-10-05,2009,41,278,60.58,71.11,3.659,8.0435,2381,14.39,42.0,56.39,453.6,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-10-12,2009,42,285,59.73,67.42,3.913,7.9797,1772,12.96,41.32,54.28,433.1,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-10-19,2009,43,292,56.7,67.32,4.083,8.1558,2320,13.48,39.66,53.14,433.4,0,0,1,14976,50.8,414.3,5.96,51.0
2009-10-26,2009,44,299,62.5,68.33,3.939,8.0128,2156,13.6,42.88,56.48,452.6,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-11-02,2009,45,306,60.95,69.43,4.104,7.952,2510,14.24,41.23,55.47,441.1,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-11-09,2009,46,313,65.45,70.85,4.105,8.016,2580,14.49,41.46,55.95,448.5,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-11-16,2009,47,320,62.05,69.26,4.63,8.1008,2314,14.57,41.65,56.22,455.4,0,0,1,18101,54.67,442.9,4.59,51.0
2009-11-23,2009,48,327,62.06,71.89,4.23,8.0038,2613,14.31,42.02,56.33,450.9,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-11-30,2009,49,334,59.41,72.11,4.808,7.9799,2460,14.95,41.81,56.76,452.9,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-12-07,2009,50,341,61.7,69.49,4.575,8.0295,2669,15.27,43.95,59.22,475.5,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-12-14,2009,51,348,62.04,72.58,4.582,8.0201,2586,14.28,42.76,57.04,457.5,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-12-21,2009,52,355,63.32,70.25,4.796,8.1141,2540,13.17,41.6,54.77,444.4,0,0,0,0.0,0.0,0.0,0.0,51.0
2009-12-28,2009,53,362,63.43,72.5,4.432,8.0116,2753,15.09,42.66,57.75,462.7,0,0,0,0.0,0.0,0.0,0.0,51.0
2010-01-04,2010,1,4,78.88,99.95,4.954,8.5152,2719,18.22,60.25,78.47,668.2,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-01-11,2010,2,11,81.78,100.18,5.238,8.4186,2646,17.45,57.52,74.97,631.1,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-01-18,2010,3,18,82.35,100.4,5.197,8.4367,2809,18.01,58.63,76.64,646.6,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-01-25,2010,4,25,81.9,98.22,5.17,8.5343,2703,16.92,59.14,76.06,649.1,0,0,1,21395,73.32,625.8,5.88,86.5
2010-02-01,2010,5,32,80.69,103.11,5.222,8.4574,3145,18.71,59.37,78.08,660.4,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-02-08,2010,6,39,81.83,107.54,5.061,8.3626,3178,18.43,58.38,76.81,642.3,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-02-15,2010,7,46,82.32,100.92,5.026,8.4396,3030,18.63,58.83,77.46,653.7,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-02-22,2010,8,53,81.78,101.72,5.138,8.4563,2839,18.42,58.82,77.24,653.2,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-03-01,2010,9,60,82.47,103.44,5.291,8.4068,2975,18.01,59.8,77.81,654.1,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-03-08,2010,10,67,82.54,97.89,4.653,8.3571,3244,19.81,58.39,78.2,653.5,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-03-15,2010,11,74,80.68,102.42,5.002,8.3653,3120,19.02,60.13,79.15,662.1,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-03-22,2010,12,81,81.44,104.81,4.189,8.46,2958,16.76,61.06,77.82,658.4,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-03-29,2010,13,88,83.82,101.43,4.784,8.515,3342,20.0,60.88,80.88,688.7,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-04-05,2010,14,95,81.24,97.11,4.472,8.3703,3507,19.19,58.14,77.33,647.3,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-04-12,2010,15,102,82.16,101.33,4.722,8.3833,3121,17.88,57.76,75.64,634.1,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-04-19,2010,16,109,79.8,100.74,4.253,8.3792,2802,17.55,56.81,74.36,623.1,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-04-26,2010,17,116,82.46,100.67,3.986,8.4018,2914,18.09,61.11,79.2,665.4,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-05-03,2010,18,123,77.13,100.34,4.115,8.4596,3082,17.78,57.6,75.38,637.7,0,0,1,19046,73.58,622.5,4.63,86.5
2010-05-10,2010,19,130,79.17,102.54,4.056,8.5321,3006,17.63,57.19,74.82,638.4,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-05-17,2010,20,137,77.04,94.74,4.011,8.45,2686,17.92,55.68,73.6,621.9,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-05-24,2010,21,144,80.77,103.08,4.029,8.4042,2790,16.15,58.75,74.9,629.5,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-05-31,2010,22,151,79.9,95.44,3.798,8.4245,2885,17.37,57.37,74.74,629.6,0,0,1,19541,72.87,613.9,6.13,86.5
2010-06-07,2010,23,158,81.03,94.68,3.967,8.4142,2897,18.31,57.48,75.79,637.7,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-06-14,2010,24,165,81.87,98.03,3.61,8.4413,2635,17.28,58.37,75.65,638.6,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-06-21,2010,25,172,79.37,96.44,3.381,8.3877,2835,17.79,56.04,73.83,619.3,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-06-28,2010,26,179,82.11,93.99,3.762,8.4452,2653,18.43,55.73,74.16,626.3,0,0,1,21078,71.25,601.7,5.89,86.5
2010-07-05,2010,27,186,81.23,98.76,3.501,8.5021,2690,17.53,58.82,76.35,649.1,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-07-12,2010,28,193,78.95,97.89,3.699,8.3169,2950,16.86,59.0,75.86,630.9,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-07-19,2010,29,200,81.27,92.33,3.525,8.3548,2618,16.96,57.49,74.45,622.0,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-07-26,2010,30,207,81.45,98.93,3.514,8.4077,2298,15.85,59.83,75.68,636.3,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-08-02,2010,31,214,81.89,91.47,3.531,8.4184,2641,16.68,56.93,73.61,619.7,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-08-09,2010,32,221,77.58,94.67,3.729,8.4204,2470,16.73,56.27,73.0,614.7,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-08-16,2010,33,228,77.64,93.9,3.928,8.4531,2467,17.26,55.74,73.0,617.1,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-08-23,2010,34,235,80.58,95.58,3.729,8.4464,2195,15.39,55.85,71.24,601.7,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-08-30,2010,35,242,78.43,99.35,4.147,8.4576,2572,15.85,57.32,73.17,618.8,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-09-06,2010,36,249,76.49,92.93,3.851,8.3922,2075,16.35,54.28,70.63,592.7,0,0,1,18703,69.24,581.1,5.2,86.5
2010-09-13,2010,37,256,78.46,100.48,3.809,8.2709,2387,17.34,60.88,78.22,646.9,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-09-20,2010,38,263,75.49,96.31,3.962,8.4138,2943,16.95,56.71,73.66,619.8,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-09-27,2010,39,270,78.84,98.16,4.142,8.4382,2352,16.7,57.31,74.01,624.5,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-10-04,2010,40,277,79.15,94.43,4.281,8.4183,2645,17.19,54.46,71.65,603.2,0,0,1,21379,70.89,596.8,4.51,86.5
2010-10-11,2010,41,284,80.44,93.27,4.198,8.3849,2698,15.94,60.53,76.47,641.2,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-10-18,2010,42,291,80.08,96.75,4.396,8.4368,2542,17.41,58.3,75.71,638.8,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-10-25,2010,43,298,78.22,95.98,4.473,8.4085,2674,17.69,53.25,70.94,596.5,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-11-01,2010,44,305,79.44,97.49,4.589,8.3971,2691,17.97,56.7,74.67,627.0,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-11-08,2010,45,312,79.05,94.72,4.423,8.3831,2663,17.9,57.38,75.28,631.1,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-11-15,2010,46,319,79.81,99.28,4.644,8.4455,2677,17.81,59.84,77.65,655.8,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-11-22,2010,47,326,79.92,99.3,5.052,8.4184,2382,16.48,57.39,73.87,621.9,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-11-29,2010,48,333,77.33,98.41,4.761,8.4018,2219,16.34,57.47,73.81,620.1,0,0,1,21419,71.81,603.3,5.17,86.5
2010-12-06,2010,49,340,77.21,101.09,5.168,8.3253,2473,16.3,57.05,73.35,610.7,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-12-13,2010,50,347,80.66,99.2,4.983,8.3019,2780,16.73,58.56,75.29,625.1,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-12-20,2010,51,354,79.75,103.93,4.815,8.242,2731,18.63,61.35,79.98,659.2,0,0,0,0.0,0.0,0.0,0.0,86.5
2010-12-27,2010,52,361,79.81,99.24,5.282,8.3626,2827,18.0,59.66,77.66,649.4,0,0,0,0.0,0.0,0.0,0.0,86.5
2011-01-03,2011,1,3,119.09,125.37,4.61,8.0686,1367,16.26,75.84,92.1,743.1,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-01-10,2011,2,10,110.22,124.99,4.563,8.1333,1581,17.63,73.99,91.62,745.2,0,0,1,20980,90.28,734.2,5.39,117.7
2011-01-17,2011,3,17,112.37,127.65,4.556,8.0328,1570,16.7,74.46,91.16,732.3,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-01-24,2011,4,24,110.87,128.14,4.76,8.0809,1716,18.13,76.31,94.44,763.2,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-01-31,2011,5,31,112.15,126.34,4.582,7.9322,1629,18.79,76.9,95.69,759.0,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-02-07,2011,6,38,115.34,129.83,4.679,8.0811,1595,17.49,78.19,95.68,773.2,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-02-14,2011,7,45,116.21,125.3,4.54,8.07,1744,17.38,72.06,89.44,721.8,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-02-21,2011,8,52,111.51,121.7,4.483,8.0617,1645,18.88,74.3,93.18,751.2,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-02-28,2011,9,59,114.03,127.94,4.314,8.1287,1699,18.59,74.47,93.06,756.5,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-03-07,2011,10,66,109.0,128.52,4.523,8.019,1623,18.57,73.42,91.99,737.7,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-03-14,2011,11,73,117.99,122.55,4.498,8.0514,1791,18.18,75.13,93.31,751.3,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-03-21,2011,12,80,113.6,121.99,4.438,8.041,1707,17.52,70.11,87.63,704.6,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-03-28,2011,13,87,112.99,133.29,4.362,8.0689,1706,18.19,78.67,96.86,781.6,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-04-04,2011,14,94,110.24,128.55,4.264,8.1106,1782,18.51,76.78,95.29,772.9,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-04-11,2011,15,101,115.14,123.19,3.967,8.0758,1900,18.18,72.58,90.76,733.0,0,0,1,18913,89.84,725.6,5.88,117.7
2011-04-18,2011,16,108,113.89,124.12,4.001,8.0838,1703,19.15,72.39,91.54,740.0,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-04-25,2011,17,115,111.04,123.11,3.632,8.0601,1900,19.02,74.49,93.51,753.7,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-05-02,2011,18,122,109.71,120.85,3.745,8.0521,1848,19.15,71.33,90.48,728.6,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-05-09,2011,19,129,113.76,124.08,3.89,8.1593,1587,17.12,72.92,90.04,734.7,0,0,1,23119,87.15,711.1,4.7,117.7
2011-05-16,2011,20,136,112.25,123.41,3.787,8.0657,1648,18.03,73.09,91.12,734.9,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-05-23,2011,21,143,118.51,115.8,3.597,8.1843,1667,17.88,72.8,90.68,742.2,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-05-30,2011,22,150,111.98,125.32,3.194,8.1566,1493,17.08,74.3,91.38,745.4,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-06-06,2011,23,157,113.88,114.67,3.509,8.1844,1480,17.33,71.0,88.33,722.9,0,0,1,20364,86.99,711.9,5.49,117.7
2011-06-13,2011,24,164,113.18,119.59,3.307,8.0976,1803,18.46,74.61,93.07,753.6,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-06-20,2011,25,171,108.14,115.74,3.415,8.1538,1624,17.61,71.17,88.78,723.9,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-06-27,2011,26,178,107.99,120.51,3.436,8.0445,1512,17.52,71.95,89.47,719.7,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-07-04,2011,27,185,111.02,125.1,3.263,8.0498,1471,17.66,74.44,92.1,741.4,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-07-11,2011,28,192,109.13,122.03,3.469,8.0361,1316,17.17,72.26,89.43,718.7,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-07-18,2011,29,199,112.88,110.5,3.398,8.0016,1576,17.63,69.04,86.67,693.5,0,0,1,18764,84.85,678.9,5.66,117.7
2011-07-25,2011,30,206,109.29,119.17,3.302,8.103,1690,17.07,75.08,92.15,746.7,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-08-01,2011,31,213,110.47,113.53,3.131,8.0593,1556,17.45,73.32,90.77,731.5,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-08-08,2011,32,220,105.92,116.33,3.168,8.0905,1533,17.15,66.83,83.98,679.4,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-08-15,2011,33,227,110.31,117.71,3.428,8.1398,1304,16.9,74.15,91.05,741.1,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-08-22,2011,34,234,104.63,117.25,3.351,8.0654,1443,16.72,69.85,86.57,698.2,0,0,1,19162,83.51,673.6,6.33,117.7
2011-08-29,2011,35,241,109.51,112.49,3.325,8.1084,1267,16.73,71.15,87.88,712.6,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-09-05,2011,36,248,104.49,113.95,3.708,8.0146,1331,16.87,71.04,87.91,704.6,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-09-12,2011,37,255,108.49,114.36,3.814,8.1682,1479,17.26,69.55,86.81,709.1,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-09-19,2011,38,262,106.81,118.36,3.746,8.1492,1437,16.02,73.38,89.4,728.5,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-09-26,2011,39,269,106.3,115.56,3.802,8.1827,1701,18.56,70.44,89.0,728.3,0,0,1,23458,86.81,710.3,5.75,117.7
2011-10-03,2011,40,276,110.56,120.2,3.799,8.1714,1388,17.14,74.16,91.3,746.0,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-10-10,2011,41,283,110.28,120.43,3.837,8.0385,1246,16.49,74.36,90.85,730.3,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-10-17,2011,42,290,110.43,123.7,4.02,8.1078,1252,15.97,75.3,91.27,740.0,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-10-24,2011,43,297,111.61,117.51,4.095,7.9843,1339,17.19,73.38,90.57,723.1,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-10-31,2011,44,304,110.76,119.19,4.193,8.0327,1464,17.42,73.6,91.02,731.1,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-11-07,2011,45,311,108.05,112.27,4.461,8.043,1306,16.92,69.45,86.37,694.7,0,0,1,22590,84.32,678.2,6.47,117.7
2011-11-14,2011,46,318,112.64,122.22,4.471,7.9928,1546,17.66,73.57,91.23,729.2,0,0,0,0.0,0.0,0.0,0.0,117.7
